peak,gene_symbol,ENSEMBL_ID,score,chromosome,strand,start,end
X12539,KCNK5,ENSG00000164626,37.765468120575,chr6,-,39224000,39227199
X12615,SRF,ENSG00000112658,37.765468120575,chr6,+,43149200,43152799
X23461,RNU6-618P,ENSG00000200388,37.765468120575,chr12,+,31383600,31388599
X24436,MLXIP,ENSG00000175727,37.765468120575,chr12,+,122120800,122123599
X27592,SNX33,ENSG00000173548,37.765468120575,chr15,+,75647600,75651399
X32393,NA,ENSG00000267022,37.765468120575,chr19,+,44032600,44034999
X4456,GMCL1,ENSG00000087338,37.7641406059265,chr2,+,69809000,69811799
X4604,DCTN1-AS1,ENSG00000237737,37.7641406059265,chr2,+,74386200,74389399
X6524,THAP4,ENSG00000176946,37.7641406059265,chr2,-,241654400,241657999
X12754,NPM1P36,ENSG00000214604,37.7641406059265,chr6,-,56063200,56066999
X20026,NA,ENSG00000231970,37.7641406059265,chr10,+,97400000,97402399
X28604,NA,ENSG00000276337,37.7641406059265,chr16,-,87472200,87474999
X11069,NA,ENSG00000250383,37.7590155601501,chr5,-,108829800,108831199
X18754,NA,ENSG00000213994,37.7575874328613,chr10,-,6207400,6208199
X10484,NA,ENSG00000272382,37.7573885917664,chr5,+,43033800,43035399
X13109,AHI1,ENSG00000135541,37.7573885917664,chr6,-,135497000,135498599
X8576,RPSAP31,ENSG00000234371,37.7532887458801,chr3,+,183880800,183882799
X28362,PLEKHG4,ENSG00000196155,37.7485632896423,chr16,+,67277600,67278999
X32219,NA,ENSG00000266973,37.7485632896423,chr19,+,36363800,36365599
X34647,RNU6-331P,ENSG00000207455,37.7416963577271,chr22,-,29938200,29940399
X18787,RNU6-1095P,ENSG00000251957,37.737512588501,chr10,+,11952000,11954399
X27303,RPS27L,ENSG00000185088,37.7321720123291,chr15,-,63156200,63158399
X15276,NA,ENSG00000278586,37.7284445762634,chr7,-,102262800,102266399
X27910,NA,ENSG00000262152,37.7284445762634,chr16,+,2991400,2994999
X2229,UQCRBP2,ENSG00000227941,37.7264451980591,chr1,-,162523000,162525399
X6578,OXTR,ENSG00000180914,37.7264451980591,chr3,-,8768600,8770599
X7353,FLNB-AS1,ENSG00000244161,37.7264451980591,chr3,-,58103000,58105199
X14409,MIR548N,ENSG00000221669,37.7264451980591,chr7,-,34932600,34934799
X26341,ZFYVE1,ENSG00000165861,37.7264451980591,chr14,-,73026000,73028199
X33147,NA,ENSG00000233293,37.7238936424255,chr20,+,32556400,32558999
X4644,NA,ENSG00000200488,37.7238931655884,chr2,-,76438400,76440399
X9047,NA,ENSG00000205940,37.7238931655884,chr4,+,13290000,13291999
X9882,NA,ENSG00000278981,37.7238931655884,chr4,+,154229000,154231799
X5425,RPS16P3,ENSG00000233329,37.7210764884949,chr2,-,141563600,141565999
X15653,NA,ENSG00000248423,37.7210764884949,chr8,-,15675400,15677799
X2808,NA,ENSG00000229983,37.7196931838989,chr1,+,212151200,212153199
X24905,NA,ENSG00000277640,37.7180047035217,chr13,-,87725000,87729999
X35295,NA,ENSG00000229083,37.7155933380127,chrX,+,12823600,12824799
X992,ERI3-IT1,ENSG00000233602,37.7108678817749,chr1,-,44270200,44271599
X1246,RAVER2,ENSG00000162437,37.7102246284485,chr1,+,64759800,64761999
X7488,COL8A1,ENSG00000144810,37.7040009498596,chr3,+,99714800,99716399
X1232,NA,ENSG00000270549,37.7039732933044,chr1,+,62530200,62532999
X5112,NA,ENSG00000238207,37.7039732933044,chr2,-,117612800,117615799
X14068,NA,ENSG00000228675,37.7039732933044,chr7,+,17772200,17774799
X22844,RN7SL69P,ENSG00000240533,37.7039732933044,chr12,-,6071000,6073799
X15664,CNOT7,ENSG00000198791,37.6990170478821,chr8,-,17308000,17309799
X21860,CHRDL2,ENSG00000054938,37.6944484710693,chr11,-,74727400,74729399
X10459,LINC00604,ENSG00000250585,37.6931209564209,chr5,+,40224600,40226999
X2018,NA,ENSG00000238279,37.6920766830444,chr1,+,153526000,153530599
X14394,RNA5SP229,ENSG00000222741,37.6920766830444,chr7,+,33187200,33190999
X30257,NA,ENSG00000264750,37.6920766830444,chr17,+,73595800,73600399
X34120,NA,ENSG00000267857,37.6920766830444,chr21,-,45154200,45159199
X26305,NA,ENSG00000200298,37.690749168396,chr14,-,72014600,72018999
X1079,STIL,ENSG00000123473,37.6856241226196,chr1,-,47290200,47291999
X30932,ESCO1,ENSG00000141446,37.6856241226196,chr18,-,21526400,21528399
X33607,NA,ENSG00000233347,37.6856241226196,chr20,-,52103200,52106399
X5487,NA,ENSG00000234584,37.6833810806274,chr2,-,157767600,157769399
X29225,NA,ENSG00000265139,37.6773447990417,chr17,+,32336200,32337599
X11189,RNU6-644P,ENSG00000212457,37.6751718521118,chr5,-,116169600,116172199
X9385,NA,ENSG00000282278,37.6678042411804,chr4,+,53424000,53425199
X32979,ISM1,ENSG00000101230,37.6676054000854,chr20,+,13217600,13220199
X33463,SLC2A10,ENSG00000197496,37.6676049232483,chr20,+,46717800,46720399
X3933,THUMPD2,ENSG00000138050,37.666476726532,chr2,-,39743000,39743999
X6378,NA,ENSG00000222007,37.666277885437,chr2,-,235659000,235660799
X10649,RPL3P6,ENSG00000213891,37.666277885437,chr5,-,61407800,61409999
X24163,NA,ENSG00000257119,37.666277885437,chr12,-,106889000,106891199
X11452,TXNDC15,ENSG00000113621,37.6634049415588,chr5,+,134884600,134887399
X12704,TRAM2,ENSG00000065308,37.6634049415588,chr6,-,52530400,52532599
X35189,LOC284933,ENSG00000281732,37.6587805747986,chr22,-,48632200,48635599
X26334,DPF3,ENSG00000205683,37.6567530632019,chr14,-,72894800,72895999
X5129,EN1,ENSG00000163064,37.6554255485535,chr2,-,118843400,118844999
X1235,DOCK7,ENSG00000116641,37.6507005691528,chr1,-,62668800,62669799
X5573,NA,ENSG00000232320,37.6507005691528,chr2,-,161340800,161342199
X6792,NA,ENSG00000228171,37.6479287147522,chr3,-,23478800,23480799
X941,PPIH,ENSG00000171960,37.6476850509644,chr1,+,42628200,42632399
X3259,NA,ENSG00000202079,37.6476850509644,chr1,+,247290600,247294399
X8038,NA,ENSG00000244065,37.6476850509644,chr3,-,128834200,128837799
X8092,RNU6-726P,ENSG00000201550,37.6476850509644,chr3,-,131138200,131141799
X13240,LOC645967,ENSG00000278899,37.6476850509644,chr6,+,149701200,149705199
X24091,NA,ENSG00000258177,37.6476850509644,chr12,-,96258400,96262599
X27310,NA,ENSG00000259459,37.6476850509644,chr15,+,63392200,63396599
X32811,ZIK1,ENSG00000171649,37.6446132659912,chr19,+,57570200,57573999
X14868,LOC100967223,ENSG00000236978,37.6150321960449,chr7,+,70645400,70647999
X5954,NA,ENSG00000241790,37.6143889427185,chr2,-,201622000,201623599
X6369,NA,ENSG00000226542,37.6143889427185,chr2,-,235022000,235023799
X8525,PEX5L,ENSG00000114757,37.6143889427185,chr3,-,179978800,179980799
X9903,AIDAP2,ENSG00000251429,37.6143889427185,chr4,+,158239600,158242199
X16714,ZNF572,ENSG00000180938,37.6143889427185,chr8,+,124981200,124983199
X20365,NHLRC2,ENSG00000196865,37.6143889427185,chr10,+,113933800,113936599
X7614,DZIP3,ENSG00000198919,37.6113171577454,chr3,+,108649000,108652199
X12204,SERPINB6,ENSG00000124570,37.6113171577454,chr6,-,2966000,2969599
X12878,RNA5SP209,ENSG00000223169,37.6113171577454,chr6,-,75826200,75829199
X19877,NA,ENSG00000232709,37.6113171577454,chr10,+,92440200,92444199
X23134,GUCY2C,ENSG00000070019,37.6113171577454,chr12,-,14693600,14696799
X2498,RNF2,ENSG00000121481,37.6099896430969,chr1,+,185049000,185052599
X26122,RNU6-921P,ENSG00000207089,37.6099896430969,chr14,-,68715400,68718599
X33848,NA,ENSG00000224541,37.6099896430969,chr21,+,26066600,26069399
X34499,RNA5SP495,ENSG00000252267,37.6099896430969,chr22,-,26371000,26373999
X12683,DEFB133,ENSG00000214643,37.6081652641296,chr6,-,49922000,49924599
X35602,ZNF711,ENSG00000147180,37.6061105728149,chrX,+,85247200,85248999
X17605,NA,ENSG00000225693,37.599781036377,chr9,-,33006200,33008399
X14377,NA,ENSG00000237004,37.5972852706909,chr7,+,32727200,32728999
X3674,NA,ENSG00000213453,37.5944128036499,chr2,-,27389000,27390799
X16683,FER1L6,ENSG00000214814,37.5944128036499,chr8,+,123815600,123817999
X24075,MIR5700,ENSG00000266099,37.5942134857178,chr12,+,94565200,94567399
X31718,ZNF557,ENSG00000130544,37.5942134857178,chr19,+,7089400,7092399
X5624,GORASP2,ENSG00000115806,37.587760925293,chr2,+,171067000,171068599
X26553,NA,ENSG00000258416,37.5875453948975,chr14,-,79974600,79978399
X19790,NUTM2A-AS1,ENSG00000223482,37.5870642662048,chr10,-,87312800,87313199
X6303,MIR562,ENSG00000207626,37.5773367881775,chr2,+,232101000,232103399
X7182,RNU7-128P,ENSG00000253056,37.5766935348511,chr3,+,48173400,48175799
X9063,NA,ENSG00000273133,37.5766935348511,chr4,-,15613600,15615399
X10469,OXCT1-AS1,ENSG00000248668,37.5766935348511,chr5,+,41781200,41782799
X10905,RPS26P27,ENSG00000244630,37.5742936134338,chr5,-,80892600,80897799
X13216,RAB32,ENSG00000118508,37.5722942352295,chr6,+,146550600,146553599
X15981,FAM110B,ENSG00000169122,37.5722942352295,chr8,+,58012400,58014799
X17369,NA,ENSG00000273056,37.5722942352295,chr9,-,7794400,7795999
X15076,FZD1,ENSG00000157240,37.570442199707,chr7,+,91189600,91192799
X8363,NA,ENSG00000272247,37.5609178543091,chr3,-,158807400,158809599
X20680,LINC00601,ENSG00000235180,37.5609178543091,chr10,-,126412600,126415999
X20940,RN7SKP50,ENSG00000201564,37.5609178543091,chr11,+,9673800,9675999
X1090,NA,ENSG00000225028,37.5609173774719,chr1,+,47813200,47815599
X5704,MIR933,ENSG00000215973,37.5595898628235,chr2,-,175141800,175143799
X31031,GALNT1,ENSG00000141429,37.5595898628235,chr18,+,35581200,35582999
X1438,NA,ENSG00000235308,37.5567173957825,chr1,+,88923200,88924399
X13041,TPD52L1,ENSG00000111907,37.5498223304749,chr6,+,125065800,125068199
X25791,NA,ENSG00000258842,37.5448660850525,chr14,-,61960600,61962399
X2574,KIF21B,ENSG00000116852,37.540997505188,chr1,-,200995200,200999599
X3206,RPL23AP20,ENSG00000235990,37.540997505188,chr1,+,241901800,241904599
X5435,NA,ENSG00000212181,37.540997505188,chr2,-,148170200,148172799
X8913,NA,LRG_1021,37.540997505188,chr4,+,1820400,1824999
X12074,ARL2BPP6,ENSG00000248355,37.540997505188,chr5,+,175355000,175357799
X20783,ADAM8,ENSG00000151651,37.540997505188,chr10,-,133267600,133270599
X29235,NA,ENSG00000202100,37.540997505188,chr17,-,32459200,32462199
X5303,NA,ENSG00000204399,37.5365982055664,chr2,+,127961800,127965599
X33050,RNA5SP479,ENSG00000201728,37.5365982055664,chr20,-,23388400,23391599
X4194,NA,ENSG00000206964,37.5327467918396,chr2,+,55340000,55341599
X15176,SMURF1,ENSG00000198742,37.530788898468,chr7,-,99083400,99085199
X26764,ANKRD9,ENSG00000156381,37.530788898468,chr14,-,102522400,102523999
X6737,BTD,ENSG00000169814,37.5259947776794,chr3,+,15562000,15563199
X1628,FAM102B,ENSG00000162636,37.5141539573669,chr1,+,108597000,108600399
X11468,LECT2,ENSG00000145826,37.5141539573669,chr5,-,135962200,135965599
X24344,NA,ENSG00000275409,37.5141539573669,chr12,+,118431400,118434999
X25958,NA,ENSG00000258960,37.5141539573669,chr14,-,65927600,65932599
X3708,NA,ENSG00000277035,37.5121269226074,chr2,-,28098600,28100599
X24453,NA,ENSG00000255972,37.5121269226074,chr12,-,122551600,122553399
X11713,NA,ENSG00000248696,37.5077013969421,chr5,-,150009400,150011199
X12751,BMP5,ENSG00000112175,37.504629611969,chr6,-,55836400,55839399
X13299,IPCEF1,ENSG00000074706,37.504629611969,chr6,-,154415800,154418799
X14747,NA,ENSG00000201133,37.504629611969,chr7,-,51026800,51029399
X17145,PTK2,ENSG00000169398,37.504629611969,chr8,-,141020000,141023999
X24763,FHP1,ENSG00000234213,37.504629611969,chr13,+,42243200,42246799
X28036,NUBP1,ENSG00000103274,37.504629611969,chr16,+,10753800,10756599
X5948,CASP8,ENSG00000064012,37.5033020973206,chr2,+,201278000,201280799
X5948,NA,LRG_34,37.5033020973206,chr2,+,201278000,201280799
X7387,NA,ENSG00000270059,37.5033020973206,chr3,-,65464400,65467799
X8033,NA,ENSG00000242992,37.5033020973206,chr3,-,128774000,128775799
X15029,SEMA3E,ENSG00000170381,37.5033020973206,chr7,-,83628200,83630999
X16554,SAMD12,ENSG00000177570,37.5033020973206,chr8,-,118650600,118653799
X29075,ITM2BP1,ENSG00000266853,37.5033020973206,chr17,-,27577600,27579799
X6171,MIR4268,ENSG00000266518,37.498902797699,chr2,-,219912400,219914999
X7466,NA,ENSG00000239445,37.498902797699,chr3,-,98740600,98743199
X24035,NA,ENSG00000257191,37.498902797699,chr12,-,78969000,78971599
X10152,NA,ENSG00000278865,37.4966058731079,chr5,-,10703400,10706799
X18580,SARDH,ENSG00000123453,37.4966058731079,chr9,-,133861200,133863199
X21769,NA,ENSG00000255296,37.4966058731079,chr11,-,71954200,71957199
X1712,C1orf162,ENSG00000143110,37.4930934906006,chr1,+,111464600,111465799
X20280,SNRPGP12,ENSG00000226734,37.4877247810364,chr10,-,110082800,110083999
X19391,NA,ENSG00000235816,37.4875259399414,chr10,+,63431600,63433599
X1391,SPATA1,ENSG00000122432,37.4808578491211,chr1,+,84495800,84497799
X12335,NA,ENSG00000272345,37.4808578491211,chr6,-,24701800,24703799
X12049,NA,ENSG00000254295,37.4764585494995,chr5,+,172930800,172934599
X12334,TDP2,ENSG00000111802,37.4764585494995,chr6,-,24666000,24667999
X17529,IFT74-AS1,ENSG00000234676,37.4764585494995,chr9,-,26973200,26976599
X24260,DTX1,ENSG00000135144,37.4764585494995,chr12,+,113076600,113079999
X28784,ARRB2,ENSG00000141480,37.4764585494995,chr17,+,4712800,4715399
X23640,NA,ENSG00000276390,37.4725794792175,chr12,-,47664800,47666599
X35102,MIR4762,ENSG00000264160,37.4713335037231,chr22,+,45768800,45771399
X25961,NA,ENSG00000224861,37.4706492424011,chr14,-,66015200,66017599
X12936,PNISR,ENSG00000132424,37.4697065353394,chr6,-,99427200,99429199
X4878,CREG2,ENSG00000175874,37.4656066894531,chr2,-,101389600,101391999
X28269,NA,ENSG00000280067,37.4656066894531,chr16,-,48340800,48342999
X29349,LINC00974,ENSG00000226629,37.4656066894531,chr17,-,41546800,41549799
X10593,NA,ENSG00000237705,37.4608817100525,chr5,-,56876600,56878999
X30002,STRADA,ENSG00000266173,37.4608817100525,chr17,-,63742200,63744799
X7595,DUBR,ENSG00000243701,37.4558386802673,chr3,+,107248400,107250799
X22067,C11orf54,ENSG00000182919,37.4558386802673,chr11,+,93744200,93746199
X24099,IKBIP,ENSG00000166130,37.4558386802673,chr12,-,98636600,98639799
X3050,NA,ENSG00000226920,37.4540143013,chr1,-,229459200,229461399
X13721,NA,ENSG00000217455,37.4431347846985,chr7,-,3160200,3161999
X3608,NA,ENSG00000224220,37.4431343078613,chr2,+,25536800,25538399
X17439,MIR3152,ENSG00000264638,37.4431343078613,chr9,+,18542200,18543799
X20943,RN7SKP50,ENSG00000201564,37.4431343078613,chr11,+,9693600,9696199
X31861,ZNF791,ENSG00000173875,37.4431343078613,chr19,+,12622400,12623999
X4459,NA,ENSG00000275381,37.4407625198364,chr2,-,69847600,69852799
X18268,NA,ENSG00000261534,37.4407625198364,chr9,-,121752200,121755999
X19872,NA,ENSG00000213484,37.4407625198364,chr10,+,92168200,92171599
X30960,WBP2P1,ENSG00000229248,37.4407625198364,chr18,-,25032600,25036199
X7096,LARS2,ENSG00000011376,37.4232144355774,chr3,+,45416200,45418999
X10965,NA,ENSG00000251023,37.4162912368774,chr5,-,93828600,93830999
X17071,NA,ENSG00000250733,37.4162912368774,chr8,+,139961200,139963999
X19279,NA,ENSG00000279863,37.4162912368774,chr10,+,50319800,50322999
X27736,NA,ENSG00000200677,37.4162912368774,chr15,-,90794800,90797999
X34921,RPL7P52,ENSG00000228599,37.4134182929993,chr22,-,40127200,40129999
X3110,NTPCR,ENSG00000135778,37.4074664115906,chr1,+,232964600,232967399
X14151,NA,ENSG00000231328,37.4074664115906,chr7,-,23832200,23836399
X3462,NA,ENSG00000229087,37.4067664146423,chr2,-,15470200,15472999
X4151,ACYP2,ENSG00000170634,37.4054393768311,chr2,+,53928000,53929999
X10244,NA,ENSG00000243538,37.4054393768311,chr5,-,16896000,16897999
X11671,NA,ENSG00000274799,37.4054393768311,chr5,+,148403800,148405199
X1039,MAST2,ENSG00000086015,37.4054388999939,chr1,+,45801400,45803399
X8091,NEK11,ENSG00000114670,37.403067111969,chr3,+,131024800,131028799
X19387,NA,ENSG00000270421,37.403067111969,chr10,+,63312600,63316599
X23567,GXYLT1,ENSG00000151233,37.3979420661926,chr12,-,42169000,42171599
X4839,NA,ENSG00000231822,37.3922152519226,chr2,+,99024400,99027599
X13415,CACYBPP3,ENSG00000219188,37.3898620605469,chr6,-,158510600,158511999
X24855,NA,ENSG00000235660,37.3898620605469,chr13,-,52470800,52472199
X11664,JAKMIP2,ENSG00000176049,37.3874897956848,chr5,-,147742400,147744999
X16078,RN7SL19P,ENSG00000243532,37.3868465423584,chr8,-,70660400,70663399
X16864,NA,ENSG00000253656,37.3868465423584,chr8,-,130708800,130711999
X18623,KCNT1,ENSG00000107147,37.3868465423584,chr9,+,135803400,135805799
X22880,LPCAT3,ENSG00000111684,37.3868465423584,chr12,-,7021800,7025799
X23534,AK6P1,ENSG00000256614,37.3868465423584,chr12,+,34377200,34380199
X33994,CRYZL1,ENSG00000205758,37.3868465423584,chr21,-,33764200,33767599
X4767,NA,ENSG00000232931,37.38551902771,chr2,-,95823400,95826999
X31125,NA,ENSG00000279366,37.38551902771,chr18,-,47898800,47901199
X10750,NA,ENSG00000248846,37.37859582901,chr5,-,66224800,66226999
X20906,NA,ENSG00000255159,37.37859582901,chr11,+,8774200,8776999
X23179,NA,ENSG00000256134,37.37859582901,chr12,-,16012400,16014199
X2937,DNAH14,ENSG00000185842,37.3697710037231,chr1,+,225017000,225018999
X10321,NA,ENSG00000250583,37.3697710037231,chr5,-,33575800,33577999
X7473,RNU6-26P,ENSG00000206712,37.3697428703308,chr3,-,98844400,98846999
X2839,SMYD2,ENSG00000143499,37.3630747795105,chr1,+,214311400,214313599
X9017,KIAA0232,ENSG00000170871,37.3630747795105,chr4,+,6843200,6845999
X24334,NA,ENSG00000256071,37.3630747795105,chr12,+,117673600,117675999
X5701,NA,ENSG00000277948,37.3600029945374,chr2,-,175099400,175102399
X15900,NA,ENSG00000202514,37.3600029945374,chr8,-,42974400,42976999
X16707,NA,ENSG00000272486,37.3600029945374,chr8,+,124569200,124572599
X24343,NA,ENSG00000275759,37.3600029945374,chr12,+,118418400,118421999
X25366,NA,ENSG00000258381,37.3600029945374,chr14,+,48684800,48687799
X28477,RNU7-71P,ENSG00000251868,37.3600029945374,chr16,-,72828600,72831999
X30908,MIR4526,ENSG00000263527,37.3600029945374,chr18,+,13616800,13620799
X31794,NA,ENSG00000267197,37.3600029945374,chr19,-,10486400,10489399
X35401,GRIPAP1,ENSG00000068400,37.3600029945374,chrX,-,48989800,48992399
X33150,NOL4L,ENSG00000197183,37.3535504341125,chr20,-,32621600,32622999
X26655,CAP2P1,ENSG00000259151,37.3522229194641,chr14,-,89318600,89320399
X2795,NA,ENSG00000233626,37.349151134491,chr1,+,211977800,211980599
X6843,CMC1,ENSG00000187118,37.349151134491,chr3,+,28276600,28279199
X9955,SH3RF1,ENSG00000154447,37.349151134491,chr4,-,169259800,169262799
X18557,SURF4,ENSG00000148248,37.349151134491,chr9,-,133370400,133372799
X19716,NRG3,ENSG00000185737,37.349151134491,chr10,+,81887200,81889799
X22134,RPL21P96,ENSG00000239861,37.349151134491,chr11,+,103049200,103052199
X12192,MIR8089,ENSG00000277912,37.3478236198425,chr5,-,181043600,181045599
X16070,NA,ENSG00000213003,37.3478236198425,chr8,+,70230600,70232599
X32145,RPS12P31,ENSG00000242325,37.3433418273926,chr19,+,32639000,32639999
X5356,NA,ENSG00000224679,37.3403158187866,chr2,-,131545800,131546399
X6662,PPARG,ENSG00000132170,37.3403158187866,chr3,+,12289200,12289999
X3251,FGFR3P6,ENSG00000226164,37.336446762085,chr1,+,247124200,247125999
X6692,LSM3,ENSG00000170860,37.336446762085,chr3,+,14174400,14176199
X19055,NA,ENSG00000233387,37.336446762085,chr10,-,33088200,33090599
X7562,NA,ENSG00000243635,37.3253793716431,chr3,+,104396200,104398599
X13408,NA,ENSG00000238019,37.3253793716431,chr6,-,158393200,158395999
X3855,CRIM1,ENSG00000150938,37.3223075866699,chr2,+,36410600,36413199
X12354,BTN2A2,ENSG00000124508,37.3223075866699,chr6,+,26391400,26393799
X13245,NA,ENSG00000219433,37.3223075866699,chr6,+,149802400,149806199
X28945,NT5M,ENSG00000205309,37.3223075866699,chr17,+,17306600,17309599
X8249,NA,ENSG00000250170,37.3101282119751,chr3,+,141543400,141544799
X35294,NA,ENSG00000234129,37.3101282119751,chrX,-,11111200,11112799
X4068,PIGF,ENSG00000151665,37.3096036911011,chr2,-,46632600,46635199
X16269,LRRC69,ENSG00000214954,37.3096036911011,chr8,+,91113600,91115199
X25224,DCAF11,ENSG00000100897,37.3096036911011,chr14,+,24113600,24115599
X35399,KCND1,ENSG00000102057,37.3096036911011,chrX,-,48977400,48978999
X11531,RNU6-572P,ENSG00000252533,37.3096032142639,chr5,+,139171600,139173599
X22397,NA,ENSG00000254568,37.3096032142639,chr11,+,124880600,124882599
X25321,FBXO33,ENSG00000165355,37.3096032142639,chr14,-,39411000,39412399
X26253,NA,ENSG00000258571,37.3096032142639,chr14,-,71071000,71073599
X16282,DPY19L4,ENSG00000156162,37.3067307472229,chr8,+,94719400,94721399
X24376,PLA2G1B,ENSG00000170890,37.3067307472229,chr12,-,120343600,120345999
X21806,RNU6-672P,ENSG00000206638,37.3054032325745,chr11,-,72869000,72870199
X24784,SNORA31B,ENSG00000253051,37.3054032325745,chr13,-,45313600,45315599
X6107,VIL1,ENSG00000127831,37.3052043914795,chr2,+,218445000,218447199
X7041,RN7SL517P,ENSG00000241939,37.3052043914795,chr3,+,43308600,43311599
X15066,TVP23CP1,ENSG00000223584,37.3052043914795,chr7,+,90813800,90817199
X22541,NINJ2,ENSG00000171840,37.300078868866,chr12,-,650400,651999
X29174,CPD,ENSG00000108582,37.300078868866,chr17,+,30412800,30415999
